escenario;cliente;prod_cod;prod_nom;prod_n2;prod_n3;prod_prov;fec_cod;fec_anno;fec_mes;fec_dia;fec_dia_sem;can_n2;can_n3;geo_mun;geo_dep;valor;cantidad;cliente_top;cliente_top_canal;cliente_top_municipio;producto_top;producto_top_canal;producto_top_municipio
1;6255807;P-3717;Producto -3717;ALIMENTO PARA GATOS SECO;MASCOTAS Y ANIMALES;PR-064;20220927;2022;09;27;MARTES;ESP FERRETERIA;ESP FERRETERIA;CUCUTA;Norte de Santander;-1095;-1;S;S;S;S;S;S
1;6255807;P-3697;Producto -3697;ALIMENTO PARA GATOS SECO;MASCOTAS Y ANIMALES;PR-064;20220902;2022;09;02;VIERNES;ESP FERRETERIA;ESP FERRETERIA;CUCUTA;Norte de Santander;44986480;400;S;S;S;S;S;S
1;4427821;P-4964;Producto -4964;SHAMPOO;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;173568;12;S;S;S;N;N;N
1;4427821;P-4614;Producto -4614;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;99144;12;S;S;S;N;N;N
1;4427821;P-4947;Producto -4947;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;132706;6;S;S;S;N;N;N
1;4427821;P-4680;Producto -4680;CONDIMENTOS Y SAZONADORES;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;87720;24;S;S;S;N;N;N
1;4427821;P-4580;Producto -4580;SALSA DE TOMATE;ALIMENTOS;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;401688;72;S;S;S;N;N;N
1;4427821;P-4816;Producto -4816;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;255552;16;S;S;S;N;N;N
1;4427821;P-4885;Producto -4885;SUAVIZANTES;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;314910;30;S;S;S;N;N;N
1;4427821;P-4885;Producto -4885;SUAVIZANTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;629820;60;S;S;S;N;N;N
1;4427821;P-4667;Producto -4667;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;148764;12;S;S;S;N;N;N
1;4427821;P-5039;Producto -5039;JABON EN BARRA;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;640920;120;S;S;S;N;N;N
1;4427821;P-57683;Producto -57683;COLADAS/FECULA DE MAIZ;ALIMENTOS;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;10710;1;S;S;S;N;N;N
1;4427821;P-5004;Producto -5004;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;74844;36;S;S;S;N;N;N
1;4427821;P-4917;Producto -4917;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;205408;31;S;S;S;N;N;N
1;4427821;P-4979;Producto -4979;MAYONESA;ALIMENTOS;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;92064;24;S;S;S;N;N;N
1;4427821;P-4979;Producto -4979;MAYONESA;ALIMENTOS;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;92064;24;S;S;S;N;N;N
1;4427821;P-5008;Producto -5008;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;12773;1;S;S;S;N;N;N
1;4427821;P-5058;Producto -5058;BASES PARA PREPARAR SOPAS Y CREMAS;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;52968;24;S;S;S;N;N;N
1;4427821;P-5061;Producto -5061;BASES PARA PREPARAR SOPAS Y CREMAS;ALIMENTOS;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;52968;24;S;S;S;N;N;N
1;4427821;P-5031;Producto -5031;CREMAS DENTALES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;1611600;120;S;S;S;N;N;N
1;4427821;P-5077;Producto -5077;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;241118;12;S;S;S;N;N;N
1;4427821;P-4675;Producto -4675;DETERGENTES;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;129648;12;S;S;S;N;N;N
1;4427821;P-5088;Producto -5088;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;128668;6;S;S;S;N;N;N
1;4427821;P-4962;Producto -4962;CONDIMENTOS Y SAZONADORES;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;83712;48;S;S;S;N;N;N
1;4427821;P-4618;Producto -4618;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;297528;24;S;S;S;N;N;N
1;4427821;P-4586;Producto -4586;SALSA DE TOMATE;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;920760;120;S;S;S;N;N;N
1;4427821;P-4766;Producto -4766;CREMAS Y MASCARILLAS FACIALES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;54456;6;S;S;S;N;N;N
1;4427821;P-4618;Producto -4618;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;148764;12;S;S;S;N;N;N
1;4427821;P-4601;Producto -4601;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;421540;140;S;S;S;N;N;N
1;4427821;P-4781;Producto -4781;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;154559;11;S;S;S;N;N;N
1;4427821;P-57699;Producto -57699;DETERGENTES;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;142349;8;S;S;S;N;N;N
1;4427821;P-4629;Producto -4629;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;74844;36;S;S;S;N;N;N
1;4427821;P-5045;Producto -5045;SALSA DE TOMATE;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;123420;12;S;S;S;N;N;N
1;4427821;P-4599;Producto -4599;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;285156;18;S;S;S;N;N;N
1;4427821;P-4599;Producto -4599;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;380208;24;S;S;S;N;N;N
1;4427821;P-4874;Producto -4874;SALSA DE TOMATE;ALIMENTOS;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;606780;60;S;S;S;N;N;N
1;4427821;P-4804;Producto -4804;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;281532;12;S;S;S;N;N;N
1;4427821;P-4657;Producto -4657;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;25546;2;S;S;S;N;N;N
1;4427821;P-4609;Producto -4609;MAYONESA;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;565584;48;S;S;S;N;N;N
1;4427821;P-4803;Producto -4803;DESODORANTES;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;151256;6;S;S;S;N;N;N
1;4427821;P-4594;Producto -4594;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;123948;12;S;S;S;N;N;N
1;4427821;P-5013;Producto -5013;DETERGENTES;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;1991610;360;S;S;S;S;N;N
1;4427821;P-4803;Producto -4803;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;302512;12;S;S;S;N;N;N
1;4427821;P-5056;Producto -5056;BASES PARA PREPARAR SOPAS Y CREMAS;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;26484;12;S;S;S;N;N;N
1;4427821;P-5107;Producto -5107;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;317472;24;S;S;S;N;N;N
1;4427821;P-4971;Producto -4971;TALCOS Y SPRAY PARA PIES;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;448538;48;S;S;S;N;N;N
1;4427821;P-4825;Producto -4825;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;381492;12;S;S;S;N;N;N
1;4427821;P-4753;Producto -4753;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;173568;12;S;S;S;N;N;N
1;4427821;P-4897;Producto -4897;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;86784;6;S;S;S;N;N;N
1;4427821;P-4585;Producto -4585;SALSA DE TOMATE;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;185088;48;S;S;S;N;N;N
1;4427821;P-4710;Producto -4710;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;363030;24;S;S;S;N;N;N
1;4427821;P-4638;Producto -4638;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;420170;240;S;S;S;N;N;N
1;4427821;P-4675;Producto -4675;DETERGENTES;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;129648;12;S;S;S;N;N;N
1;4427821;P-5108;Producto -5108;SUAVIZANTES;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;370983;20;S;S;S;N;N;N
1;4427821;P-5108;Producto -5108;SUAVIZANTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;741966;40;S;S;S;N;N;N
1;4427821;P-4728;Producto -4728;DESODORANTES;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;144799;6;S;S;S;N;N;N
1;4427821;P-4608;Producto -4608;SUAVIZANTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;285552;24;S;S;S;N;N;N
1;4427821;P-4726;Producto -4726;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;157272;12;S;S;S;N;N;N
1;4427821;P-5106;Producto -5106;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;317472;24;S;S;S;N;N;N
1;4427821;P-57702;Producto -57702;LAVALOZA;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;112880;16;S;S;S;N;N;N
1;4427821;P-5126;Producto -5126;FIJACION;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;36828;3;S;S;S;N;N;N
1;4427821;P-4824;Producto -4824;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;886949;60;S;S;S;N;N;N
1;4427821;P-4625;Producto -4625;SUAVIZANTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;151272;72;S;S;S;N;N;N
1;4427821;P-5068;Producto -5068;BASES PARA PREPARAR SOPAS Y CREMAS;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;35184;24;S;S;S;N;N;N
1;4427821;P-4736;Producto -4736;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;157272;12;S;S;S;N;N;N
1;4427821;P-5090;Producto -5090;JABON EN BARRA;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;199980;36;S;S;S;N;N;N
1;4427821;P-4578;Producto -4578;COLADAS/FECULA DE MAIZ;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;407280;240;S;S;S;N;N;N
1;4427821;P-5037;Producto -5037;JABON EN BARRA;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;249250;125;S;S;S;N;N;N
1;4427821;P-4932;Producto -4932;CREMAS DENTALES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;867615;90;S;S;S;N;N;N
1;4427821;P-5084;Producto -5084;JABON DE TOCADOR;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;4512282;640;S;S;S;N;N;N
1;4427821;P-4858;Producto -4858;FIJACION;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;151416;72;S;S;S;N;N;N
1;4427821;P-4798;Producto -4798;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;144823;6;S;S;S;N;N;N
1;4427821;P-5076;Producto -5076;FIJACION;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;77126;7;S;S;S;N;N;N
1;4427821;P-4798;Producto -4798;DESODORANTES;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;241372;10;S;S;S;N;N;N
1;4427821;P-4818;Producto -4818;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;255552;16;S;S;S;N;N;N
1;4427821;P-4846;Producto -4846;FIJACION;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;165240;24;S;S;S;N;N;N
1;4427821;P-4818;Producto -4818;DETERGENTES;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;255552;16;S;S;S;N;N;N
1;4427821;P-5111;Producto -5111;VINAGRE;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;98760;24;S;S;S;N;N;N
1;4427821;P-5070;Producto -5070;JABON DE TOCADOR;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;818880;80;S;S;S;N;N;N
1;4427821;P-5009;Producto -5009;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;132706;6;S;S;S;N;N;N
1;4427821;P-5043;Producto -5043;SALSA DE TOMATE;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;128520;120;S;S;S;N;N;N
1;4427821;P-4681;Producto -4681;COLADAS/FECULA DE MAIZ;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;542782;48;S;S;S;N;N;N
1;4427821;P-5104;Producto -5104;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;317472;24;S;S;S;N;N;N
1;4427821;P-5046;Producto -5046;MAYONESA;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;123420;12;S;S;S;N;N;N
1;4427821;P-5096;Producto -5096;SHAMPOO;CUIDADO PERSONAL;PR-029;20220902;2022;09;02;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;-14553;-7;S;S;S;N;N;N
1;4427821;P-5003;Producto -5003;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;176757;19;S;S;S;N;N;N
1;4427821;P-5096;Producto -5096;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;99792;48;S;S;S;N;N;N
1;4427821;P-5041;Producto -5041;JABON EN BARRA;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;709320;120;S;S;S;N;N;N
1;4427821;P-4933;Producto -4933;JABON EN BARRA;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;712500;500;S;S;S;N;N;N
1;4427821;P-5046;Producto -5046;MAYONESA;ALIMENTOS;PR-029;20220914;2022;09;14;MIERCOLES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;-123420;-12;S;S;S;N;N;N
1;4427821;P-4647;Producto -4647;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;74844;36;S;S;S;N;N;N
1;4427821;P-4647;Producto -4647;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;74844;36;S;S;S;N;N;N
1;4427821;P-5050;Producto -5050;DETERGENTES;HOGAR;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;242544;24;S;S;S;N;N;N
1;4427821;P-4583;Producto -4583;MAYONESA;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;523080;60;S;S;S;N;N;N
1;4427821;P-4809;Producto -4809;LAVALOZA;HOGAR;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;104580;12;S;S;S;N;N;N
1;4427821;P-4600;Producto -4600;DETERGENTES;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;113745;12;S;S;S;N;N;N
1;4427821;P-4800;Producto -4800;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;241118;12;S;S;S;N;N;N
1;4427821;P-4800;Producto -4800;DESODORANTES;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;241118;12;S;S;S;N;N;N
1;4427821;P-4579;Producto -4579;COLADAS/FECULA DE MAIZ;ALIMENTOS;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;512240;80;S;S;S;N;N;N
1;4427821;P-5105;Producto -5105;SHAMPOO;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;317472;24;S;S;S;N;N;N
1;4427821;P-4762;Producto -4762;BALSAMOS Y ACONDICIONADORES;CUIDADO PERSONAL;PR-029;20220924;2022;09;24;SABADO;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;173568;12;S;S;S;N;N;N
1;4427821;P-5005;Producto -5005;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;74844;36;S;S;S;N;N;N
1;4427821;P-4926;Producto -4926;DESODORANTES;CUIDADO PERSONAL;PR-029;20220912;2022;09;12;LUNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;151256;6;S;S;S;N;N;N
1;4427821;P-5102;Producto -5102;JABON EN BARRA;HOGAR;PR-029;20220916;2022;09;16;VIERNES;SUPERMERCADOS;SUPERMERCADOS;LOS PATIOS;Norte de Santander;218975;25;S;S;S;N;N;N
